yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2003,MN,Minnesota,,10th,10th,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,11th,11th,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,12th,12th,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,Male,Male,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Total,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,MN,Minnesota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,Female,Female,,Percent of students in grades 9-12 who have obesity,8.2
2003,MO,Missouri,,9th,9th,Percent of students in grades 9-12 who have obesity,15.7
2003,MO,Missouri,,10th,10th,Percent of students in grades 9-12 who have obesity,12.6
2003,MO,Missouri,,11th,11th,Percent of students in grades 9-12 who have obesity,9.4
2003,MO,Missouri,,12th,12th,Percent of students in grades 9-12 who have obesity,10.2
2003,MO,Missouri,Male,Male,,Percent of students in grades 9-12 who have obesity,15.9
2003,MO,Missouri,,Total,,Percent of students in grades 9-12 who have obesity,12.1
2003,MO,Missouri,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,7.4
2003,MO,Missouri,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,MO,Missouri,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,12.6
2003,MS,Mississippi,Female,Female,,Percent of students in grades 9-12 who have obesity,10.8
2003,MS,Mississippi,,9th,9th,Percent of students in grades 9-12 who have obesity,16.9
2003,MS,Mississippi,,10th,10th,Percent of students in grades 9-12 who have obesity,15.4
2003,MS,Mississippi,,11th,11th,Percent of students in grades 9-12 who have obesity,17.0
2003,MS,Mississippi,,12th,12th,Percent of students in grades 9-12 who have obesity,12.0
2003,MS,Mississippi,Male,Male,,Percent of students in grades 9-12 who have obesity,20.5
2003,MS,Mississippi,,Total,,Percent of students in grades 9-12 who have obesity,15.6
2003,MS,Mississippi,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,MS,Mississippi,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,MS,Mississippi,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,18.8
2003,MS,Mississippi,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,MS,Mississippi,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,MS,Mississippi,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,MS,Mississippi,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,12.5
2003,MT,Montana,Female,Female,,Percent of students in grades 9-12 who have obesity,4.4
2003,MT,Montana,,9th,9th,Percent of students in grades 9-12 who have obesity,7.9
2003,MT,Montana,,10th,10th,Percent of students in grades 9-12 who have obesity,7.8
2003,MT,Montana,,11th,11th,Percent of students in grades 9-12 who have obesity,8.0
2003,MT,Montana,,12th,12th,Percent of students in grades 9-12 who have obesity,7.7
2003,MT,Montana,Male,Male,,Percent of students in grades 9-12 who have obesity,11.2
2003,MT,Montana,,Total,,Percent of students in grades 9-12 who have obesity,8.0
2003,MT,Montana,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,MT,Montana,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,MT,Montana,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,MT,Montana,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,MT,Montana,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,MT,Montana,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,19.3
2003,MT,Montana,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,6.8
2003,NC,North Carolina,Female,Female,,Percent of students in grades 9-12 who have obesity,8.1
2003,NC,North Carolina,,9th,9th,Percent of students in grades 9-12 who have obesity,11.9
2003,NC,North Carolina,,10th,10th,Percent of students in grades 9-12 who have obesity,13.6
2003,NC,North Carolina,,11th,11th,Percent of students in grades 9-12 who have obesity,13.2
2003,NC,North Carolina,,12th,12th,Percent of students in grades 9-12 who have obesity,10.6
2003,NC,North Carolina,Male,Male,,Percent of students in grades 9-12 who have obesity,16.6
2003,NC,North Carolina,,Total,,Percent of students in grades 9-12 who have obesity,12.4
2003,NC,North Carolina,,2 or more races,,Percent of students in grades 9-12 who have obesity,14.5
2003,NC,North Carolina,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NC,North Carolina,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.6
2003,NC,North Carolina,,Hispanic,,Percent of students in grades 9-12 who have obesity,12.7
2003,NC,North Carolina,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NC,North Carolina,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NC,North Carolina,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.8
2003,ND,North Dakota,Female,Female,,Percent of students in grades 9-12 who have obesity,5.6
2003,ND,North Dakota,,9th,9th,Percent of students in grades 9-12 who have obesity,9.1
2003,ND,North Dakota,,10th,10th,Percent of students in grades 9-12 who have obesity,9.5
2003,ND,North Dakota,,11th,11th,Percent of students in grades 9-12 who have obesity,8.0
2003,ND,North Dakota,,12th,12th,Percent of students in grades 9-12 who have obesity,9.9
2003,ND,North Dakota,Male,Male,,Percent of students in grades 9-12 who have obesity,12.5
2003,ND,North Dakota,,Total,,Percent of students in grades 9-12 who have obesity,9.2
2003,ND,North Dakota,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,ND,North Dakota,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,ND,North Dakota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,ND,North Dakota,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,ND,North Dakota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,ND,North Dakota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,14.8
2003,ND,North Dakota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,8.6
2003,NE,Nebraska,Female,Female,,Percent of students in grades 9-12 who have obesity,5.9
2003,NE,Nebraska,,9th,9th,Percent of students in grades 9-12 who have obesity,12.2
2003,NE,Nebraska,,10th,10th,Percent of students in grades 9-12 who have obesity,11.0
2003,NE,Nebraska,,11th,11th,Percent of students in grades 9-12 who have obesity,9.0
2003,NE,Nebraska,,12th,12th,Percent of students in grades 9-12 who have obesity,9.1
2003,NE,Nebraska,Male,Male,,Percent of students in grades 9-12 who have obesity,14.7
2003,NE,Nebraska,,Total,,Percent of students in grades 9-12 who have obesity,10.4
2003,NE,Nebraska,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,NE,Nebraska,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NE,Nebraska,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,NE,Nebraska,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.1
2003,NE,Nebraska,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NE,Nebraska,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NE,Nebraska,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.4
2003,NH,New Hampshire,Female,Female,,Percent of students in grades 9-12 who have obesity,6.5
2003,NH,New Hampshire,,9th,9th,Percent of students in grades 9-12 who have obesity,10.2
2003,NH,New Hampshire,,10th,10th,Percent of students in grades 9-12 who have obesity,11.4
2003,NH,New Hampshire,,11th,11th,Percent of students in grades 9-12 who have obesity,9.6
2003,NH,New Hampshire,,12th,12th,Percent of students in grades 9-12 who have obesity,7.3
2003,NH,New Hampshire,Male,Male,,Percent of students in grades 9-12 who have obesity,12.6
2003,NH,New Hampshire,,Total,,Percent of students in grades 9-12 who have obesity,9.7
2003,NH,New Hampshire,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NH,New Hampshire,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.6
2003,NJ,New Jersey,Female,Female,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,9th,9th,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,10th,10th,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,11th,11th,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,12th,12th,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,Male,Male,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Total,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NJ,New Jersey,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,Female,Female,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,9th,9th,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,10th,10th,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,11th,11th,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,12th,12th,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,Male,Male,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Total,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NM,New Mexico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,Female,Female,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,9th,9th,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,10th,10th,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,11th,11th,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,12th,12th,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,Male,Male,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Total,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2003,NV,Nevada,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2003,NY,New York,Female,Female,,Percent of students in grades 9-12 who have obesity,9.0
2003,NY,New York,,9th,9th,Percent of students in grades 9-12 who have obesity,15.0
2003,NY,New York,,10th,10th,Percent of students in grades 9-12 who have obesity,14.2
2003,NY,New York,,11th,11th,Percent of students in grades 9-12 who have obesity,10.3
2003,NY,New York,,12th,12th,Percent of students in grades 9-12 who have obesity,9.1
2003,NY,New York,Male,Male,,Percent of students in grades 9-12 who have obesity,16.3
2003,NY,New York,,Total,,Percent of students in grades 9-12 who have obesity,12.7
2003,NY,New York,,2 or more races,,Percent of students in grades 9-12 who have obesity,8.1
2003,NY,New York,,Asian,,Percent of students in grades 9-12 who have obesity,5.4
2003,NY,New York,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.5
2003,NY,New York,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.5
2003,NY,New York,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2003,NY,New York,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,10.7
2003,NY,New York,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.1
2003,OH,Ohio,Female,Female,,Percent of students in grades 9-12 who have obesity,9.3
2003,OH,Ohio,,9th,9th,Percent of students in grades 9-12 who have obesity,16.7
2003,OH,Ohio,,10th,10th,Percent of students in grades 9-12 who have obesity,9.1
2003,OH,Ohio,,11th,11th,Percent of students in grades 9-12 who have obesity,12.1
2003,OH,Ohio,,12th,12th,Percent of students in grades 9-12 who have obesity,16.8
2003,OH,Ohio,Male,Male,,Percent of students in grades 9-12 who have obesity,18.2
2003,OH,Ohio,,Total,,Percent of students in grades 9-12 who have obesity,13.8
2003,OH,Ohio,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2003,OH,Ohio,,Asian,,Percent of students in grades 9-12 who have obesity,
2003,OH,Ohio,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2003,OH,Ohio,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2003,OH,Ohio,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
